institutioncode,institution,collectioncode,catalognumber,recordnumber,scientificname,kingdom,phylum,class,order,family,clade,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,vernacularname,sex
UWBM,University of Washington Burke Museum,Bird,90088,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,90089,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,90538,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91354,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91456,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91459,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91462,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91463,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,91464,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91468,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91471,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91473,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91478,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,91480,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91483,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91484,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91488,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91489,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91502,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91503,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,91591,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91592,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,91774,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,95044,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,106328,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116348,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116367,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116383,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116384,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116386,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116394,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116395,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116404,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116434,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116479,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116487,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116494,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,116675,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116859,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,116860,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118223,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,118250,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,119089,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,119182,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,121485,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,121488,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,121490,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,121492,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,121823,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,121824,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,121825,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,121827,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,121828,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,121829,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,121830,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,121864,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,121883,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122104,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122105,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,122106,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122107,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122108,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122330,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122331,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122371,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,122406,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,124305,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,124306,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,124392,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,124452,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWYMV,University of Wyoming Museum of Vertebrates,Bird specimens,UWYMV:Bird:2430,,Stellula calliope,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Bees,Stellula,,calliope,,species,,Calliope Hummingbird,female
UWYMV,University of Wyoming Museum of Vertebrates,Bird specimens,UWYMV:Bird:2431,,Stellula calliope,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Bees,Stellula,,calliope,,species,,Calliope Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 137571,,Eupetomena macroura macroura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupetomena,,macroura,macroura,Subspecies,,Swallow-tailed Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 137639,,Phaethornis ruber ruber,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Hermits,Phaethornis,,ruber,ruber,Subspecies,,Reddish Hermit,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141064,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141065,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141067,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141068,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141070,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141073,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141074,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141075,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141076,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141683,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,Species,,Rufous Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141767,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141902,,Calliphlox bryantae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calliphlox,,bryantae,,Species,,Magenta-throated Woodstar,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141904,,Selasphorus flammula torridus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,flammula,torridus,Subspecies,,Volcano Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141923,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141924,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141925,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141926,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141929,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141930,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141931,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141932,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141940,,Calliphlox bryantae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calliphlox,,bryantae,,Species,,Magenta-throated Woodstar,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141941,,Selasphorus flammula torridus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,flammula,torridus,Subspecies,,Volcano Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141943,,Selasphorus scintilla,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,scintilla,,Species,,Scintillant Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141944,,Selasphorus flammula torridus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,flammula,torridus,Subspecies,,Volcano Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141945,,Selasphorus scintilla,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,scintilla,,Species,,Scintillant Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141947,,Selasphorus scintilla,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,scintilla,,Species,,Scintillant Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141948,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,female
YPM,Yale Peabody Museum,VZ,YPM ORN 141949,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141950,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 141951,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142230,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142231,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142232,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142233,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142234,,Thaumastura cora,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Thaumastura,,cora,,Species,,Peruvian Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142235,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142236,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142237,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142238,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142239,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142240,,Rhodopis vesper vesper,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Rhodopis,,vesper,vesper,Subspecies,,Oasis Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142245,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142246,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142247,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142248,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142249,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142250,,Calothorax lucifer,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calothorax,,lucifer,,Species,,Lucifer Hummingbird,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142253,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142506,,Myrtis fanny fanny,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142507,,Tilmatura dupontii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Tilmatura,,dupontii,,Species,,Sparkling-tailed Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142508,,Doricha enicura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Doricha,,enicura,,Species,,Slender Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142509,,Doricha enicura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Doricha,,enicura,,Species,,Slender Sheartail,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142510,,Doricha enicura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Doricha,,enicura,,Species,,Slender Sheartail,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142511,,Atthis ellioti ellioti,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Atthis,,ellioti,ellioti,Subspecies,,Wine-throated Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142512,,Atthis ellioti ellioti,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Atthis,,ellioti,ellioti,Subspecies,,Wine-throated Hummingbird,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142519,,Myrmia micrura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrmia,,micrura,,Species,,Short-tailed Woodstar,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142520,,Myrmia micrura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrmia,,micrura,,Species,,Short-tailed Woodstar,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142521,,Myrmia micrura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrmia,,micrura,,Species,,Short-tailed Woodstar,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142522,,Myrmia micrura,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrmia,,micrura,,Species,,Short-tailed Woodstar,female
YPM,Yale Peabody Museum,VZ,YPM ORN 142523,,Myrtis fanny fanny,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142524,,Myrtis fanny fanny,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142525,,Myrtis fanny fanny,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar,male
YPM,Yale Peabody Museum,VZ,YPM ORN 142526,,Myrtis fanny fanny,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Myrtis,,fanny,fanny,Subspecies,,Purple-collared Woodstar,female
