YPM,VZ,YPM ORN 142568,,Calliphlox evelynae,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,evelynae,,Species,,Bahama Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142571,,Calliphlox evelynae,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,evelynae,,Species,,Bahama Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142573,,Calliphlox evelynae,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,evelynae,,Species,,Bahama Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142565,,Calliphlox lyrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,lyrura,,Species,,Inagua Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142562,,Calliphlox lyrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,lyrura,,Species,,Inagua Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142563,,Calliphlox lyrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,lyrura,,Species,,Inagua Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142567,,Calliphlox lyrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,lyrura,,Species,,Inagua Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142566,,Calliphlox lyrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,lyrura,,Species,,Inagua Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142564,,Calliphlox lyrura,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,lyrura,,Species,,Inagua Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142829,,Calliphlox mitchellii,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,mitchellii,,Species,,Purple-throated Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142831,,Calliphlox mitchellii,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,mitchellii,,Species,,Purple-throated Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142830,,Calliphlox mitchellii,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,mitchellii,,Species,,Purple-throated Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142832,,Calliphlox mitchellii,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calliphlox,,mitchellii,,Species,,Purple-throated Woodstar; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (tissue at MECN); wing",
YPM,VZ,YPM ORN 142250,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142249,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141068,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141076,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141074,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141073,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141067,,Calothorax lucifer,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,Species,,Lucifer Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
LSUMZ,Birds,182140,,Calothorax lucifer,,|  |  |  |  | Calothorax,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calothorax,,lucifer,,species,,,,present,Skeleton & Spread Wing,
CUMV,Bird,57248,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,male,present,spread wing; tissue (frozen); study skin,
MVZ,Bird specimens,MVZ:Bird:180476,2406,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,male,,tissue (frozen); skeleton; wing,
MVZ,Bird specimens,MVZ:Bird:180478,2407,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,undetermined,,tissue (frozen); skeleton; wing,
MVZ,Bird specimens,MVZ:Bird:189444,,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,female ?,,"tissue (frozen); wing, spread (dry); skeleton",
UMMZ,birds,236105,,Calypte anna,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,[m],,Wings_tail; Y; wing only; |Tissue; Y; M;,
UWBM,Bird,43058,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
UWBM,Bird,43060,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
UWBM,Bird,76752,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,79108,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,80160,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,80161,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,84360,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,88798,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,90088,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,90089,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
CUMV,Bird,57247,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,male,present,spread wing; tissue (frozen); study skin,
MVZ,Bird specimens,MVZ:Bird:180477,61,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,male,,tissue (frozen); skeleton; syrinx (ethanol); wing,
MVZ,Bird specimens,MVZ:Bird:189442,,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,female ?,,"tissue (frozen); skeleton; wing, spread (dry)",
MVZ,Bird specimens,MVZ:Bird:189443,,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,female,,"tissue (frozen); wing, spread (dry); skin, study",
UWBM,Bird,40360,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
UWBM,Bird,40361,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
UWBM,Bird,43059,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
UWBM,Bird,64501,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
UWBM,Bird,76068,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,76750,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,84131,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,84271,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,84300,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,85412,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round skin | wing,
UWBM,Bird,86040,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,86237,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,87159,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,undetermined,present,round/wing | tissue,
UWBM,Bird,88855,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,90054,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,90069,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,90071,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,53651,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round skin | wing,
CAS,ORN,97723,LCW889,Calypte anna,,Animalia; Chordata; Aves; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,,,,female,,TISSUE; Skin Wing; toepad; Feather,
CAS,ORN,97734,CCO678,Calypte anna,,Animalia; Chordata; Aves; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,,,,female,,TISSUE; Skin Wing; toepad; Feather,
CAS,ORN,98151,LCW1158,Calypte anna,,Animalia; Chordata; Aves; Apodiformes; Trochilidae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,,,,female,,Skin Wing; TISSUE; toepad; Feather,
MVZ,Bird specimens,MVZ:Bird:181755,,Calypte anna,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Calypte,,anna,,species,,,male,,wing; skull (phosphate buffer),
CM,Birds,S14504,,Calypte anna,,Apodiformes | Trochilidae |  | CALYPTE,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,male,present,"Skeleton, Wing, and Tail | tissue",
CM,Birds,S8107,,Calypte anna,,Apodiformes | Trochilidae |  | CALYPTE,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,,female,present,"Skeleton, Wing, and Tail | tissue",
UWBM,Bird,118250,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,wing | tissue,
UWBM,Bird,91456,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91459,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91463,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,undetermined,present,round/wing | tissue,
UWBM,Bird,91468,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,91480,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91484,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,91489,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91774,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,116859,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,91354,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,91464,,Calypte anna,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Calypte,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Calypte,,anna,,species,,Anna's Hummingbird,female,present,round/wing | tissue,
